CODPROD;PRODUTO;UNID_MED;QTD_CX;EAN;NCM;CODCEST;MARCA;QTESTDISP;CUSTO_ULT_ENT;CUSTO_REAL;CUSTO_REP;PERC_IVA;MVA;PERC_ICMS;PERCPIS;PERCCOFINS;VLR_MARGEM_ZERO;PVENDA;PVENDAST;PERC_ST;QTD_VEN_MES_ATUAL;QTD_VEN_MES_ANT1;QTD_VEN_MES_ANT2;QTD_VEN_MES_ANT3;QTD_VEN_GIRODIA;DIASDISP;VALOR_ULT_ENT;CODEPTO;DEPARTAMENTO;CODSEC;SECAO;CODCATEGORIA;CATEGORIA;
18671;AGUA MIN PASSA QUATRO S/GAS PET 510ML;FD;12;7896984205004;22011000;0300504;PASSA QUATRO;28;0,64;0,64;0,73;12;;12;0;0;0,63;0,99;0,99;0;0;279;241;370;9;0;0,73;10005;BEBIDAS;10067;HIDRATAÇÃO;3;ÁGUA SEM GÁS
18774;AGUA MIN POUSO ALTO NAT C/GAS PET 1,5L;FD;6;7898904409066;22011000;0300504;POUSO ALTO;133;2,22;2,22;2,52;12;;12;0;0;2,33;3,15;3,15;0;161;150;172;101;4;4;2,52;10005;BEBIDAS;10067;HIDRATAÇÃO;1;ÁGUA COM GÁS
18772;AGUA MIN POUSO ALTO NAT C/GAS PET 510ML;FD;12;7898904409042;22011000;0300504;POUSO ALTO;37;0,8;0,8;0,91;12;;12;0;0;0,84;1,19;1,19;0;330;318;397;126;9;0;0,91;10005;BEBIDAS;10067;HIDRATAÇÃO;1;ÁGUA COM GÁS
18773;AGUA MIN POUSO ALTO NAT S/GAS PET 1,5L;FD;6;7898904409059;22011000;0300504;POUSO ALTO;375;1,28;1,28;1,46;12;;12;0;0;1,35;1,85;1,85;0;870;2024;1429;1533;55;1;1,46;10005;BEBIDAS;10067;HIDRATAÇÃO;3;ÁGUA SEM GÁS
18771;AGUA MIN POUSO ALTO NAT S/GAS PET 510ML;FD;12;7898904409035;22011000;0300504;POUSO ALTO;75;0,68;0,68;0,77;12;;12;0;0;0,71;0,99;0,99;0;176;618;523;328;16;0;0,77;10005;BEBIDAS;10067;HIDRATAÇÃO;3;ÁGUA SEM GÁS
20596;AGUA OXIG RADAR CREMOSA 30 VOLUMES 70ML;AM;12;7897333340292;28470000;2000400;RADAR;69;1,03;1,01;1,11;21,25;32,85;12;1,65;7,6;1,24;1,44;1,5;3,79;4;3;13;19;0;14;1,13;4;PERFUMARIA E HIGIENE;403;CUIDADOS COM CABELO;5;TINTAS
20597;AGUA OXIG RADAR CREMOSA 40 VOLUMES 70ML;AM;12;7897333340308;28470000;2000400;RADAR;173;1,03;0,99;1,09;21,25;32,85;12;1,65;7,6;1,24;1,44;1,5;3,79;0;65;14;35;1;11;1,13;4;PERFUMARIA E HIGIENE;403;CUIDADOS COM CABELO;5;TINTAS
21133;AGUA POUSO ALTO C/GAS FRISANTE PET 1,5L;FD;6;7898904409431;22011000;0300504;POUSO ALTO;9;2,22;2,22;2,52;12;;12;0;0;2,31;2,89;2,89;0;30;10;0;0;0;13;2,52;10005;BEBIDAS;10067;HIDRATAÇÃO;1;ÁGUA COM GÁS
13046;AGUA SANIT BRILUX M USO LV1L PG900ML;CX;12;7896013105657;28289011;1100100;BRILUX;405;2,09;2,09;2,61;21,25;38,3;12;1,65;7,6;2,57;3,33;3,48;4,39;143;377;677;677;19;1;2,62;10001;LIMPEZA;10054;CUIDADOS COM A CASA;163;ÁGUA SANITÁRIA E CLORO
13186;AGUA SANIT BRILUX M USO LV2L PG1,8ML;CX;6;7896013106364;28289011;1100100;BRILUX;49;3,62;3,62;4,54;21,25;38,3;12;1,65;7,6;4,89;6,36;6,65;4,39;645;608;328;630;17;0;4,54;10001;LIMPEZA;10054;CUIDADOS COM A CASA;163;ÁGUA SANITÁRIA E CLORO
20901;AGUA SANIT BRILUX M USO LV5L PG4,5L;CX;2;7896013107262;28289011;1100100;BRILUX;32;9,5;9,5;11,9;21,25;38,3;12;1,65;7,6;11,2;14,65;15,32;4,39;15;47;48;24;1;12;11,9;10001;LIMPEZA;10054;CUIDADOS COM A CASA;163;ÁGUA SANITÁRIA E CLORO
43;AGUA SANIT CLORAL 1L;CX;12;7896013142065;28289011;1100100;CLORAL;995;1,47;1,47;1,84;21,25;38,3;12;1,65;7,6;1,87;2,2;2,3;4,39;347;1662;1350;1224;47;1;1,84;10001;LIMPEZA;10054;CUIDADOS COM A CASA;163;ÁGUA SANITÁRIA E CLORO
7818;AGUA SANIT CLORAL 2L;CX;6;7896013102311;28289011;1100100;CLORAL;2;2,92;2,92;3,66;21,25;38,3;12;1,65;7,6;3,65;4,58;4,79;4,39;200;565;512;497;17;0;3,66;10001;LIMPEZA;10054;CUIDADOS COM A CASA;163;ÁGUA SANITÁRIA E CLORO
14618;AGUA SANIT CLORAL 5L;CX;2;7896013102045;28289011;1100100;CLORAL;32;7,53;7,53;9,43;21,25;38,3;12;1,65;7,6;8,95;11,64;12,17;4,39;32;175;123;89;4;3;9,43;10001;LIMPEZA;10054;CUIDADOS COM A CASA;163;ÁGUA SANITÁRIA E CLORO
1526;AGUA SANIT YPE 1L;CX;12;7896098904671;28289011;1100100;YPE;136;2,57;2,57;3,22;21,25;38,3;12;1,65;7,6;3,26;3,91;4,09;4,39;219;391;714;448;17;0;3,22;10001;LIMPEZA;10054;CUIDADOS COM A CASA;163;ÁGUA SANITÁRIA E CLORO
1528;AGUA SANIT YPE FR 2L;CX;6;7896098904688;28289011;1100100;YPE;1;4,67;4,67;5,84;21,25;38,3;12;1,65;7,6;5,93;7,07;7,39;4,39;210;1318;1201;938;38;0;5,85;10001;LIMPEZA;10054;CUIDADOS COM A CASA;163;ÁGUA SANITÁRIA E CLORO
1703;AGUARDENTE PIRASSUNUNGA 51 GFA 965ML;CX;12;7896002100014;22084000;0200400;51;46;7,56;7,56;9,1;26,25;;17;1,65;7,6;9,33;10,9;10,9;0;16;169;282;202;7;0;7,42;10005;BEBIDAS;10065;DESTILADOS;1;AGUARDENTE E CACHACA
16970;AGUARDENTE SALINAS GFA 1L;CX;12;7897877000485;22084000;0200400;SALINAS;7;24,49;24,49;28,28;26,25;;17;1,65;7,6;33,21;34,19;34,19;0;0;6;0;0;0;9;24,35;10005;BEBIDAS;10065;DESTILADOS;1;AGUARDENTE E CACHACA
21571;AGUARDENTE VELHO BARREIRO COMPOSTO 910ML;CX;6;7896050200872;22084000;0200400;VELHO BARREIRO;3;10,23;10,23;12,34;26,25;;17;1,65;7,6;13,87;13,9;13,9;0;0;1;1;0;0;22;10,1;10005;BEBIDAS;10065;DESTILADOS;1;AGUARDENTE E CACHACA
18820;ALCAPARRA VALE FERTIL CONS DOY PACK 100G;CX;24;7896272010044;20019000;1709000;VALE FERTIL;25;3,8;3,81;4,37;21,25;55,24;12;1,65;7,6;4,82;5,53;5,9;6,22;0;1;17;14;0;2;4,36;1;MERCEARIA SALGADA;103;CONSERVAS;3;OUTROS VEGETAIS
23763;ALCAPARRAS TIO PACO 100G;CX;12;7898174850414;20059900;1709200;TIO PACO;27;5,39;5,35;6,67;21,25;34,33;12;1,65;7,6;6,85;7,96;8,29;3,96;10;18;26;11;0;3;6,35;1;MERCEARIA SALGADA;103;CONSERVAS;3;OUTROS VEGETAIS
23740;ALCAPARRAS TIO PACO BALDE 2KG;CX;6;7898174850377;20059900;1709201;TIO PACO;30;36,06;36,06;48,54;21,25;;12;1,65;7,6;107,43;118,9;118,9;0;0;0;0;0;0;;95,03;1;MERCEARIA SALGADA;103;CONSERVAS;3;OUTROS VEGETAIS
23753;ALCAPARRAS TIO PACO DOY PACK 80G;CX;24;7898174853736;20059900;1709200;TIO PACO;80;3,06;3,02;3,77;21,25;34,33;12;1,65;7,6;3,88;4,52;4,71;3,96;1;13;6;13;0;9;3,6;1;MERCEARIA SALGADA;103;CONSERVAS;3;OUTROS VEGETAIS
3526;ALCOOL COPERALCOOL 46° BACF BRI EUCAL 1L;CX;12;7896090703623;38089419;1101000;COPERALCOOL;57;6,67;6,54;7,87;21,25;;12;1,65;7,6;8,48;9,89;9,89;0;0;12;13;21;0;9;7,42;10001;LIMPEZA;10054;CUIDADOS COM A CASA;164;DESINFETANTES E MULTIUSOS
3527;ALCOOL COPERALCOOL 46° BACF CLASSI 500ML;CX;12;7896090703616;38089419;1101000;COPERALCOOL;248;3,96;3,95;4,87;21,25;;12;1,65;7,6;5,03;5,99;5,99;0;37;143;153;158;5;4;4,5;10001;LIMPEZA;10054;CUIDADOS COM A CASA;164;DESINFETANTES E MULTIUSOS
22661;ALCOOL COPERALCOOL 46º BACF CHA BRANC 1L;CX;12;7897744505433;38089419;;COPERALCOOL;33;5,92;5,67;6,61;21,25;;12;1,65;7,6;7,52;8,39;8,39;0;0;18;6;11;0;7;6,02;10001;LIMPEZA;10054;CUIDADOS COM A CASA;164;DESINFETANTES E MULTIUSOS
1386;ALCOOL COPERALCOOL 46º BACF CLASSIC 1L;CX;12;7896090703609;38089419;1101000;COPERALCOOL;89;6,36;6,36;7,81;21,25;;12;1,65;7,6;8,08;9,89;9,89;0;35;209;108;240;6;1;6,83;10001;LIMPEZA;10054;CUIDADOS COM A CASA;164;DESINFETANTES E MULTIUSOS
12005;ALCOOL COPERALCOOL 46º BACF MIMO 1L;CX;12;7896090700745;38089419;1101000;COPERALCOOL;7;5,52;5,49;6,2;21,25;;12;1,65;7,6;7,01;8,99;8,99;0;0;0;1;0;0;56;5,67;10001;LIMPEZA;10054;CUIDADOS COM A CASA;164;DESINFETANTES E MULTIUSOS
1710;ALCOOL COPERALCOOL 70° GEL LIMP BAC 500G;CX;12;7896090704545;38089419;1101000;COPERALCOOL;2;6,09;6,06;7,47;21,25;;12;1,65;7,6;7,7;9,19;9,19;0;10;0;6;13;0;1;6,92;10001;LIMPEZA;10054;CUIDADOS COM A CASA;164;DESINFETANTES E MULTIUSOS
